1585310294.57; ark; eur; 1.866361265058339 § bitcoin; eur; 4.649446912448525 § ethereum; eur; 2.2410915032676795 § litecoin; eur; 1.0119990287696612 § monero; eur; 10.739138491802615
1585472825.62; ark; eur; 1.0291059887786151 § bitcoin; eur; 0.9900050615366176 § ethereum; eur; 6.081107159574941 § litecoin; eur; 3.032637599608639 § monero; eur; 2.24111602665393
1585472826.63; ark; eur; 1.2094665588790268 § bitcoin; eur; 0.9700049592833526 § ethereum; eur; 6.140725857217833 § litecoin; eur; 3.18276817384669 § monero; eur; 2.3344958610978437
1585472827.63; ark; eur; 1.3216851055791428 § bitcoin; eur; 1.9232034818114374 § ethereum; eur; 3.0556972846671906 § litecoin; eur; 3.15274205899908 § monero; eur; 2.1944261094319732
1585472828.63; ark; eur; 2.1251995499349228 § bitcoin; eur; 4.066587820113458 § ethereum; eur; 3.024195250804642 § litecoin; eur; 2.972585369913418 § monero; eur; 2.357840819708822
1585472829.64; ark; eur; 2.189599536296587 § bitcoin; eur; 3.6445834236865897 § ethereum; eur; 1.1086377349013443 § litecoin; eur; 6.563534394045654 § monero; eur; 2.4278756955417573
1585472830.65; ark; eur; 2.8533831351402283 § bitcoin; eur; 3.836403603880621 § ethereum; eur; 1.153431178735742 § litecoin; eur; 3.032637599608639 § monero; eur; 2.3344958610978437
1585472831.65; ark; eur; 3.057196216221673 § bitcoin; eur; 3.6062193876477835 § ethereum; eur; 3.0871993185297386 § litecoin; eur; 3.032637599608639 § monero; eur; 2.2644609852649085
1585472832.65; ark; eur; 2.866813937292076 § bitcoin; eur; 3.836403603880621 § ethereum; eur; 2.961191183079545 § litecoin; eur; 2.8825070253705873 § monero; eur; 2.474565612763714
1585472833.66; ark; eur; 2.781661048065579 § bitcoin; eur; 4.781393385422214 § ethereum; eur; 1.1646295396943416 § litecoin; eur; 3.18276817384669 § monero; eur; 2.3111509024868653
1585472834.66; ark; eur; 1.914619672832817 § bitcoin; eur; 4.731587204324065 § ethereum; eur; 1.097439373942745 § litecoin; eur; 6.973755293673507 § monero; eur; 2.3111509024868653
1585472835.67; ark; eur; 2.074171312235552 § bitcoin; eur; 4.088668386689968 § ethereum; eur; 1.720103434211302 § litecoin; eur; 6.837014993797556 § monero; eur; 7.018646290190249
1585472836.67; ark; eur; 1.21328980762782 § bitcoin; eur; 4.088668386689968 § ethereum; eur; 1.6506043055562998 § litecoin; eur; 6.973755293673507 § monero; eur; 6.812215516949359
1585472837.67; ark; eur; 1.143958961477659 § bitcoin; eur; 4.217784230480178 § ethereum; eur; 1.7548529985388028 § litecoin; eur; 6.905385143735532 § monero; eur; 2.2644609852649085
1585472838.68; ark; eur; 1.1367711181673257 § bitcoin; eur; 4.088668386689968 § ethereum; eur; 1.6332295233925493 § litecoin; eur; 6.700274693921605 § monero; eur; 2.24111602665393
1585472839.69; ark; eur; 1.0383966944797685 § bitcoin; eur; 2.3554903786765267 § ethereum; eur; 1.8069773450300546 § litecoin; eur; 7.178865743487434 § monero; eur; 2.1944261094319732
1585472840.69; ark; eur; 1.8271420160486973 § bitcoin; eur; 2.5497576264024255 § ethereum; eur; 1.6679790877200502 § litecoin; eur; 9.162124897152609 § monero; eur; 7.087456547937212
1585472841.69; ark; eur; 1.9576521600521757 § bitcoin; eur; 1.0244807150094446 § ethereum; eur; 4.302214257683111 § litecoin; eur; 9.52142391272722 § monero; eur; 6.743405259202396
1585472842.7; ark; eur; 2.6224312619941355 § bitcoin; eur; 1.0244807150094446 § ethereum; eur; 4.302214257683111 § litecoin; eur; 8.533351619897036 § monero; eur; 7.225077063431138
1585472843.7; ark; eur; 2.815663039193703 § bitcoin; eur; 1.0891847601679359 § ethereum; eur; 4.169156084765077 § litecoin; eur; 9.162124897152609 § monero; eur; 6.881025774696322
1585472844.7; ark; eur; 2.8094534561832596 § bitcoin; eur; 1.0352647225358598 § ethereum; eur; 4.6126833278251915 § litecoin; eur; 9.072300143258955 § monero; eur; 7.087456547937212
1585472845.71; ark; eur; 3.1347585932150053 § bitcoin; eur; 1.4353635790288561 § ethereum; eur; 4.169156084765077 § litecoin; eur; 8.892650635471648 § monero; eur; 7.018646290190249
1585472846.72; ark; eur; 2.364991021467024 § bitcoin; eur; 1.5699289145628115 § ethereum; eur; 6.665550387699263 § litecoin; eur; 8.62317637379069 § monero; eur; 6.881025774696322
1585472847.73; ark; eur; 2.387731319750361 § bitcoin; eur; 3.3284281704868066 § ethereum; eur; 6.934865554879031 § litecoin; eur; 8.713001127684343 § monero; eur; 6.881025774696322
1585472848.74; ark; eur; 1.3120224993155594 § bitcoin; eur; 3.163654498680529 § ethereum; eur; 7.136851930263857 § litecoin; eur; 7.690460266419131 § monero; eur; 7.293887321178102
1585472849.74; ark; eur; 1.3789624227500268 § bitcoin; eur; 3.1966092330417846 § ethereum; eur; 6.665550387699263 § litecoin; eur; 7.765124929199899 § monero; eur; 7.018646290190249
1585472850.75; ark; eur; 1.0519316575507387 § bitcoin; eur; 3.493201842293084 § ethereum; eur; 6.665550387699263 § litecoin; eur; 8.443526866003383 § monero; eur; 6.881025774696322
1585472851.75; ark; eur; 0.9710138377391434 § bitcoin; eur; 5.017084345417155 § ethereum; eur; 6.396235220519495 § litecoin; eur; 8.713001127684343 § monero; eur; 6.881025774696322
1585472852.76; ark; eur; 1.5452045908811205 § bitcoin; eur; 4.582913584756055 § ethereum; eur; 6.713426096500703 § litecoin; eur; 7.615795603638363 § monero; eur; 6.674595001455433
1585472853.76; ark; eur; 1.5452045908811205 § bitcoin; eur; 4.582165004385679 § ethereum; eur; 6.84378388478227 § litecoin; eur; 7.466466278076826 § monero; eur; 10.936070993720456
1585472854.77; ark; eur; 2.650663755462025 § bitcoin; eur; 4.6756785759037545 § ethereum; eur; 3.7486859092087714 § litecoin; eur; 7.093142964172984 § monero; eur; 10.936070993720456
1585472855.77; ark; eur; 2.5487151494827165 § bitcoin; eur; 4.6756785759037545 § ethereum; eur; 3.7486859092087714 § litecoin; eur; 7.765124929199899 § monero; eur; 10.723720100638506
1585472856.78; ark; eur; 2.819952715623493 § bitcoin; eur; 3.1060914913684954 § ethereum; eur; 6.322352731656002 § litecoin; eur; 7.018478301392216 § monero; eur; 10.19284286793363
1585472857.78; ark; eur; 3.1499471823453913 § bitcoin; eur; 2.956760169668087 § ethereum; eur; 6.84378388478227 § litecoin; eur; 7.541130940857594 § monero; eur; 7.293887321178102
1585472858.79; ark; eur; 2.5318351051096095 § bitcoin; eur; 2.8074288479676786 § ethereum; eur; 4.067723007864837 § litecoin; eur; 7.765124929199899 § monero; eur; 10.19284286793363
1585472859.79; ark; eur; 2.607790158262898 § bitcoin; eur; 1.2312776937895058 § ethereum; eur; 3.9480840958688126 § litecoin; eur; 3.9037674121415233 § monero; eur; 10.299018314474605
1585472860.79; ark; eur; 1.6219963828866788 § bitcoin; eur; 1.244376392659607 § ethereum; eur; 1.454413099105263 § litecoin; eur; 3.793283428779027 § monero; eur; 10.82989554717948
1585472861.8; ark; eur; 1.6534914582825366 § bitcoin; eur; 1.139530724602176 § ethereum; eur; 1.5572503889409886 § litecoin; eur; 3.4618314786915394 § monero; eur; 10.82989554717948
1585472862.8; ark; eur; 0.9682961831089171 § bitcoin; eur; 1.175141059745994 § ethereum; eur; 1.498486223320574 § litecoin; eur; 3.4618314786915394 § monero; eur; 10.61754465409753
1585472863.8; ark; eur; 0.9682961831089171 § bitcoin; eur; 1.115790501172964 § ethereum; eur; 1.4250310162950557 § litecoin; eur; 3.756455434324862 § monero; eur; 11.254597333343382
1585472864.81; ark; eur; 1.421679051908609 § bitcoin; eur; 1.12766061288757 § ethereum; eur; 1.4397220577001593 § litecoin; eur; 3.866939417687358 § monero; eur; 10.61754465409753
1585472865.81; ark; eur; 1.2727412464705643 § bitcoin; eur; 2.5944557226516642 § ethereum; eur; 1.2643671439183226 § litecoin; eur; 3.645971450962366 § monero; eur; 9.98049197485168
1585472866.82; ark; eur; 2.178602704505479 § bitcoin; eur; 2.7583160840822956 § ethereum; eur; 1.3409954556709482 § litecoin; eur; 1.1434655499004547 § monero; eur; 10.82989554717948
1585472867.82; ark; eur; 2.224468024600331 § bitcoin; eur; 4.477089570402035 § ethereum; eur; 1.2643671439183226 § litecoin; eur; 1.0990591207781069 § monero; eur; 10.61754465409753
1585472868.83; ark; eur; 2.8740368113209596 § bitcoin; eur; 4.386643316454519 § ethereum; eur; 1.2515957586262183 § litecoin; eur; 1.054652691655759 § monero; eur; 10.61754465409753
1585472869.83; ark; eur; 2.7851490748883525 § bitcoin; eur; 4.250973935533246 § ethereum; eur; 1.2132816027499056 § litecoin; eur; 3.8301114232331925 § monero; eur; 11.254597333343382
1585472870.84; ark; eur; 2.8571656904065246 § bitcoin; eur; 4.748428332244583 § ethereum; eur; 1.2388243733341142 § litecoin; eur; 1.1767703717422155 § monero; eur; 10.40519376101558
1585472871.84; ark; eur; 2.6923292082676866 § bitcoin; eur; 4.91401209744512 § ethereum; eur; 3.624444789005746 § litecoin; eur; 1.1212623353392808 § monero; eur; 10.20980141615387
1585472872.85; ark; eur; 1.7892464235467376 § bitcoin; eur; 4.864871976470669 § ethereum; eur; 3.8038727488575157 § litecoin; eur; 1.1212623353392808 § monero; eur; 10.20980141615387
1585472873.85; ark; eur; 1.8076922629647452 § bitcoin; eur; 3.6168971540832815 § ethereum; eur; 3.7679871568871617 § litecoin; eur; 1.1545671571810416 § monero; eur; 10.614149987090656
1585472874.85; ark; eur; 1.073934168573481 § bitcoin; eur; 3.758736258164979 § ethereum; eur; 3.3732456452132684 § litecoin; eur; 1.1212623353392808 § monero; eur; 10.513062844356458
1585473543.13; ark; eur; 1.1964343921212277 § bitcoin; eur; 1.0579052263619282 § ethereum; eur; 6.7552635175753135 § litecoin; eur; 5.4605009073692665 § monero; eur; 4.26243628447838
1585473544.14; ark; eur; 1.126739184813195 § bitcoin; eur; 2.2586059982743256 § ethereum; eur; 7.232908412757406 § litecoin; eur; 1.7405365445719547 § monero; eur; 4.610390266884778
1585473545.14; ark; eur; 1.9254092652894723 § bitcoin; eur; 2.2821331440896833 § ethereum; eur; 4.765880817732789 § litecoin; eur; 1.8826211604553795 § monero; eur; 4.17544778887678
1585473546.14; ark; eur; 1.9254092652894723 § bitcoin; eur; 4.072929758722523 § ethereum; eur; 4.438810565535441 § litecoin; eur; 1.7405365445719547 § monero; eur; 4.08845929327518
1585473547.15; ark; eur; 3.0151721642653633 § bitcoin; eur; 4.115356110375883 § ethereum; eur; 4.672432174247833 § litecoin; eur; 1.8293394294990952 § monero; eur; 4.479907523482378
1585473548.15; ark; eur; 2.7876120009245815 § bitcoin; eur; 4.200208813682602 § ethereum; eur; 4.812605139475267 § litecoin; eur; 1.7050153906010985 § monero; eur; 4.436413275681579
1585473549.15; ark; eur; 3.0522850570832745 § bitcoin; eur; 4.200208813682602 § ethereum; eur; 4.719156495990311 § litecoin; eur; 1.8471000064845233 § monero; eur; 4.26243628447838
1585473550.15; ark; eur; 2.8778687681070876 § bitcoin; eur; 4.940181881743639 § ethereum; eur; 4.952778104702703 § litecoin; eur; 1.8826211604553795 § monero; eur; 4.131953541075981
1585473551.16; ark; eur; 2.092828715155702 § bitcoin; eur; 5.189686017185237 § ethereum; eur; 1.9411975020901489 § litecoin; eur; 1.3289970113410925 § monero; eur; 1.182164695295361
1585473552.16; ark; eur; 2.0074071349452653 § bitcoin; eur; 3.790621665937546 § ethereum; eur; 1.8270094137319048 § litecoin; eur; 1.3036827825536432 § monero; eur; 1.2048986317433488
1585473553.16; ark; eur; 1.2023406709086575 § bitcoin; eur; 3.7124645181862563 § ethereum; eur; 1.9602288501498564 § litecoin; eur; 1.265711439372469 § monero; eur; 1.182164695295361
1585473554.17; ark; eur; 1.2891075234484575 § bitcoin; eur; 3.9078573875644804 § ethereum; eur; 1.8270094137319048 § litecoin; eur; 1.2783685537661937 § monero; eur; 1.0684950130554225
1585473555.17; ark; eur; 1.0114086069905124 § bitcoin; eur; 3.6733859443106116 § ethereum; eur; 1.8460407617916121 § litecoin; eur; 1.8115788525136671 § monero; eur; 4.17544778887678
1585473556.17; ark; eur; 1.0635430712683738 § bitcoin; eur; 2.0506807360981414 § ethereum; eur; 2.0173228943289785 § litecoin; eur; 1.2910256681599186 § monero; eur; 1.193531663519355
1585473557.18; ark; eur; 1.70873917063176 § bitcoin; eur; 1.9909521709690694 § ethereum; eur; 0.9979844892811632 § litecoin; eur; 1.3163398969473679 § monero; eur; 1.1594307588473733
1585473558.18; ark; eur; 1.8295591119895613 § bitcoin; eur; 0.9516728311761044 § ethereum; eur; 1.0404519143569573 § litecoin; eur; 1.1897687530101209 § monero; eur; 1.1594307588473733
1585473559.18; ark; eur; 2.8208975942884766 § bitcoin; eur; 1.001760874922215 § ethereum; eur; 1.0829193394327516 § litecoin; eur; 1.3416541257348173 § monero; eur; 1.1480637906233795
1585473560.18; ark; eur; 2.5281629382774087 § bitcoin; eur; 0.9416552224268822 § ethereum; eur; 1.0616856268948545 § litecoin; eur; 1.2910256681599186 § monero; eur; 1.1707977270713672
1585473561.19; ark; eur; 3.048293152800471 § bitcoin; eur; 1.0318137011698816 § ethereum; eur; 1.0829193394327516 § litecoin; eur; 1.1897687530101209 § monero; eur; 1.193531663519355
1585473562.19; ark; eur; 3.048293152800471 § bitcoin; eur; 1.812746586817608 § ethereum; eur; 1.1041530519706486 § litecoin; eur; 1.3289970113410925 § monero; eur; 1.1253298541753918
1585473563.19; ark; eur; 2.479187382848032 § bitcoin; eur; 1.7757517585152078 § ethereum; eur; 2.892492040403642 § litecoin; eur; 3.937333689611704 § monero; eur; 1.0798619812794163
1585473564.2; ark; eur; 2.2866291395200293 § bitcoin; eur; 3.6050538178245306 § ethereum; eur; 2.7464065838175995 § litecoin; eur; 3.979220218224594 § monero; eur; 1.1707977270713672
1585473565.2; ark; eur; 1.509310035796578 § bitcoin; eur; 3.6050538178245306 § ethereum; eur; 5.773108288049579 § litecoin; eur; 4.3980855043534985 § monero; eur; 2.2515513352571093
1585473566.21; ark; eur; 1.4222344568083138 § bitcoin; eur; 3.9805802571812525 § ethereum; eur; 3.0970116796241016 § litecoin; eur; 4.146766332676156 § monero; eur; 1.0684950130554225
1585473567.21; ark; eur; 1.0200516174394811 § bitcoin; eur; 3.6426064617602028 § ethereum; eur; 3.067794588306893 § litecoin; eur; 4.356198975740608 § monero; eur; 1.0798619812794163
1585473568.21; ark; eur; 1.4681904228153475 § bitcoin; eur; 5.165056802514891 § ethereum; eur; 5.830839370930075 § litecoin; eur; 4.314312447127718 § monero; eur; 1.193531663519355
1585473569.22; ark; eur; 1.4388266143590405 § bitcoin; eur; 4.718080733066486 § ethereum; eur; 5.830839370930075 § litecoin; eur; 4.3980855043534985 § monero; eur; 2.395267377933095
1585473570.22; ark; eur; 2.5222844535157556 § bitcoin; eur; 4.6318155897263 § ethereum; eur; 6.714547066995212 § litecoin; eur; 8.093269393841963 § monero; eur; 2.419220051712426
1585473571.22; ark; eur; 2.570789923775674 § bitcoin; eur; 4.544422842750333 § ethereum; eur; 6.5746606697661445 § litecoin; eur; 7.778967669809265 § monero; eur; 2.419220051712426
1585473572.23; ark; eur; 3.1409302014061975 § bitcoin; eur; 4.500726469262348 § ethereum; eur; 7.134206258682412 § litecoin; eur; 7.3860905147683935 § monero; eur; 2.2755040090364402
1585473573.23; ark; eur; 3.021275717543104 § bitcoin; eur; 4.1074591078704925 § ethereum; eur; 6.714547066995212 § litecoin; eur; 7.778967669809265 § monero; eur; 2.2515513352571093
1585473574.23; ark; eur; 2.5401570628474484 § bitcoin; eur; 2.61418109042362 § ethereum; eur; 6.644603868380678 § litecoin; eur; 7.621816807792916 § monero; eur; 2.419220051712426
1585473575.23; ark; eur; 2.7518368180847355 § bitcoin; eur; 2.538772020507554 § ethereum; eur; 6.714547066995212 § litecoin; eur; 7.464665945776567 § monero; eur; 2.2755040090364402
1585473576.24; ark; eur; 1.792040435280747 § bitcoin; eur; 1.1379389597920728 § ethereum; eur; 5.735695941412964 § litecoin; eur; 8.25042025585831 § monero; eur; 2.299456682815771
1585473577.24; ark; eur; 1.689638124693276 § bitcoin; eur; 1.093747155528303 § ethereum; eur; 5.189439185087919 § litecoin; eur; 9.255190247357046 § monero; eur; 2.299456682815771
1585473578.24; ark; eur; 0.9852139545850932 § bitcoin; eur; 1.0826992044623605 § ethereum; eur; 5.4079418876179375 § litecoin; eur; 9.255190247357046 § monero; eur; 2.443172725491757
1585473579.25; ark; eur; 0.9852139545850932 § bitcoin; eur; 1.1379389597920728 § ethereum; eur; 5.735695941412964 § litecoin; eur; 7.8575431008174395 § monero; eur; 2.467125399271088
1585473580.25; ark; eur; 1.2778002359962632 § bitcoin; eur; 1.3664773287251268 § ethereum; eur; 5.735695941412964 § litecoin; eur; 8.014693962833789 § monero; eur; 2.538983420609081
1585473581.25; ark; eur; 1.1775806096436152 § bitcoin; eur; 1.3664773287251268 § ethereum; eur; 5.7903216170454685 § litecoin; eur; 8.899221391689467 § monero; eur; 2.419220051712426
1585473582.25; ark; eur; 2.047673544390981 § bitcoin; eur; 3.3681161778605686 § ethereum; eur; 2.741305635913234 § litecoin; eur; 9.166198033440152 § monero; eur; 2.491078073050419
1585473583.26; ark; eur; 2.2847725863730943 § bitcoin; eur; 3.015265911608509 § ethereum; eur; 2.5344146445235562 § litecoin; eur; 8.454260322104995 § monero; eur; 7.177052856582472
1585473584.26; ark; eur; 2.7694686501626395 § bitcoin; eur; 3.3681161778605686 § ethereum; eur; 2.560276018447266 § litecoin; eur; 9.255190247357046 § monero; eur; 6.968012482118906
1585473585.26; ark; eur; 2.798620951743299 § bitcoin; eur; 3.111497802404525 § ethereum; eur; 2.5085532705998466 § litecoin; eur; 9.34418246127394 § monero; eur; 2.2515513352571093
1585473586.27; ark; eur; 2.833556093405143 § bitcoin; eur; 4.881798005862062 § ethereum; eur; 2.5085532705998466 § litecoin; eur; 9.34418246127394 § monero; eur; 2.347362030374433
1585473587.27; ark; eur; 2.8052205324710915 § bitcoin; eur; 4.738215711572002 § ethereum; eur; 2.7154442619895245 § litecoin; eur; 9.166198033440152 § monero; eur; 2.299456682815771
1585473588.28; ark; eur; 1.9259489685902813 § bitcoin; eur; 4.911205295402771 § ethereum; eur; 1.0701823415392016 § litecoin; eur; 5.974615106189575 § monero; eur; 6.689291982834149
1585473589.29; ark; eur; 1.8862386805781106 § bitcoin; eur; 4.8639821675623605 § ethereum; eur; 0.9793178031066277 § litecoin; eur; 6.483092987567411 § monero; eur; 6.689291982834149
1585473590.29; ark; eur; 1.0817432590233578 § bitcoin; eur; 5.005651551083594 § ethereum; eur; 2.095131879840845 § litecoin; eur; 6.355973517222952 § monero; eur; 7.0376926069400945
1585473591.29; ark; eur; 1.0932511660342445 § bitcoin; eur; 3.0135614077328006 § ethereum; eur; 2.1169561702558535 § litecoin; eur; 6.61021245791187 § monero; eur; 6.758972107655339
1585473592.3; ark; eur; 1.1406991592448983 § bitcoin; eur; 3.0750626609518372 § ethereum; eur; 1.0297981022358353 § litecoin; eur; 6.5466527227396405 § monero; eur; 6.689291982834149
1585473593.3; ark; eur; 1.1297308980983127 § bitcoin; eur; 2.9213095279042456 § ethereum; eur; 2.18242904150088 § litecoin; eur; 6.673772193084099 § monero; eur; 7.0376926069400945
1585473594.31; ark; eur; 1.7608413072188882 § bitcoin; eur; 3.167314540780392 § ethereum; eur; 2.291550493575924 § litecoin; eur; 6.101734576534034 § monero; eur; 7.246732981403662
1585473595.31; ark; eur; 1.9481648505400466 § bitcoin; eur; 1.3588002735526252 § ethereum; eur; 5.126844826653843 § litecoin; eur; 2.4634078506373616 § monero; eur; 7.0376926069400945
1585473596.31; ark; eur; 2.849177255161083 § bitcoin; eur; 1.1975073197035615 § ethereum; eur; 5.227371195803919 § litecoin; eur; 2.4634078506373616 § monero; eur; 6.549931733191771
1585473597.32; ark; eur; 2.710867679667827 § bitcoin; eur; 1.128420358951433 § ethereum; eur; 4.775002534628579 § litecoin; eur; 2.5917103428580575 § monero; eur; 6.689291982834149
1585473598.32; ark; eur; 2.92516749936364 § bitcoin; eur; 1.1744783327861852 § ethereum; eur; 4.925792088353693 § litecoin; eur; 5.974615106189575 § monero; eur; 6.898332357297717
1585473599.32; ark; eur; 2.9547146458218583 § bitcoin; eur; 1.1629638393274973 § ethereum; eur; 5.026318457503768 § litecoin; eur; 6.101734576534034 § monero; eur; 7.316413106224851
1585473600.33; ark; eur; 2.401406191660268 § bitcoin; eur; 1.1859928262448733 § ethereum; eur; 4.724739350053542 § litecoin; eur; 2.668691838190475 § monero; eur; 6.828652232476528
1585473601.33; ark; eur; 2.174858437730054 § bitcoin; eur; 2.6700838382107452 § ethereum; eur; 6.926615416787757 § litecoin; eur; 2.5917103428580575 § monero; eur; 10.970294515696764
1585473602.33; ark; eur; 1.2788751431620156 § bitcoin; eur; 4.731282814048406 § ethereum; eur; 6.718816954284124 § litecoin; eur; 2.643031339746336 § monero; eur; 10.43775594697362
1585473603.34; ark; eur; 1.3588048396096415 § bitcoin; eur; 4.240300635232062 § ethereum; eur; 7.065147725123512 § litecoin; eur; 2.668691838190475 § monero; eur; 10.757279088207506
1585473604.34; ark; eur; 1.0736244066545642 § bitcoin; eur; 4.195665891703303 § ethereum; eur; 6.580284645948369 § litecoin; eur; 2.4634078506373616 § monero; eur; 10.33124823322899
1585473605.35; ark; eur; 0.9622105531338075 § bitcoin; eur; 4.59737858346213 § ethereum; eur; 6.511018491780492 § litecoin; eur; 2.5917103428580575 § monero; eur; 6.968012482118906
1585473606.35; ark; eur; 1.6011230229382805 § bitcoin; eur; 4.195665891703303 § ethereum; eur; 6.926615416787757 § litecoin; eur; 2.5660498444139184 § monero; eur; 10.011725091995105
1585473607.35; ark; eur; 1.5210668717913665 § bitcoin; eur; 5.135301361122734 § ethereum; eur; 5.76802391913624 § litecoin; eur; 0.9530553967196239 § monero; eur; 10.757279088207506
1585473608.36; ark; eur; 2.5561184852466194 § bitcoin; eur; 3.6305102094968644 § ethereum; eur; 6.258919571828687 § litecoin; eur; 0.9631942839187688 § monero; eur; 10.224740519484362
1585473609.36; ark; eur; 2.658363224656484 § bitcoin; eur; 3.594205107401896 § ethereum; eur; 5.829385875722797 § litecoin; eur; 1.0037498327153485 § monero; eur; 10.43775594697362
1585473610.37; ark; eur; 3.1198140239666508 § bitcoin; eur; 3.8483408220666764 § ethereum; eur; 6.258919571828687 § litecoin; eur; 0.9733331711179137 § monero; eur; 10.863786801952134
1585473611.37; ark; eur; 2.93982475335319 § bitcoin; eur; 3.594205107401896 § ethereum; eur; 5.890747832309352 § litecoin; eur; 1.0240276071136385 § monero; eur; 10.544263660718249
1585473612.38; ark; eur; 2.4990499605192666 § bitcoin; eur; 3.594205107401896 § ethereum; eur; 5.952109788895908 § litecoin; eur; 1.0341664943127833 § monero; eur; 10.544263660718249
1585473613.38; ark; eur; 2.4990499605192666 § bitcoin; eur; 1.7086716204224224 § ethereum; eur; 3.5508558367028007 § litecoin; eur; 0.9631942839187688 § monero; eur; 10.011725091995105
1585473614.38; ark; eur; 1.535397494563457 § bitcoin; eur; 1.0117559889385532 § ethereum; eur; 3.3479497888912118 § litecoin; eur; 3.126539923431679 § monero; eur; 10.544263660718249
1585473615.39; ark; eur; 1.5510648159365534 § bitcoin; eur; 1.0724613482748664 § ethereum; eur; 1.2555263818710034 § litecoin; eur; 2.970212927260095 § monero; eur; 11.076802229441393
1585473616.39; ark; eur; 1.047816494448137 § bitcoin; eur; 1.0016384290491678 § ethereum; eur; 1.1718246230796032 § litecoin; eur; 3.220336121134629 § monero; eur; 10.011725091995105
1585473617.39; ark; eur; 1.047816494448137 § bitcoin; eur; 1.0522262284960953 § ethereum; eur; 3.483220487432271 § litecoin; eur; 0.9631942839187688 § monero; eur; 11.183309943186021
1585473618.4; ark; eur; 1.3743927732210641 § bitcoin; eur; 0.9611681894916255 § ethereum; eur; 1.1479098348534889 § litecoin; eur; 3.3141323188375797 § monero; eur; 10.224740519484362
1585473619.4; ark; eur; 1.4424320194201266 § bitcoin; eur; 2.0868723637454525 § ethereum; eur; 1.1837820171926605 § litecoin; eur; 2.970212927260095 § monero; eur; 10.011725091995105
1585473620.41; ark; eur; 2.186658111870673 § bitcoin; eur; 2.0868723637454525 § ethereum; eur; 1.5879356118201882 § litecoin; eur; 3.3141323188375797 § monero; eur; 10.057632513256754
1585473621.41; ark; eur; 2.4168326499623234 § bitcoin; eur; 4.185264409536267 § ethereum; eur; 1.619694324056592 § litecoin; eur; 6.543943180555457 § monero; eur; 10.66109046405216
1585473622.41; ark; eur; 3.0838938272555265 § bitcoin; eur; 3.863320993418093 § ethereum; eur; 1.6832117485293994 § litecoin; eur; 3.0014783264944116 § monero; eur; 9.554750887593917
1585473623.42; ark; eur; 2.817018399896875 § bitcoin; eur; 4.225507336551039 § ethereum; eur; 1.492659475110977 § litecoin; eur; 3.1890707219003125 § monero; eur; 10.459937813787025
1585473624.42; ark; eur; 2.6042762001049136 § bitcoin; eur; 4.225507336551039 § ethereum; eur; 1.60381496793839 § litecoin; eur; 3.220336121134629 § monero; eur; 10.057632513256754
1585473625.42; ark; eur; 2.823583669587433 § bitcoin; eur; 4.748958357692245 § ethereum; eur; 1.492659475110977 § litecoin; eur; 3.251601520368946 § monero; eur; 10.66109046405216
1585473626.43; ark; eur; 1.9276073635433968 § bitcoin; eur; 4.798947393036374 § ethereum; eur; 4.365683594503223 § litecoin; eur; 6.543943180555457 § monero; eur; 9.85647986299162
1585473627.43; ark; eur; 1.872532867442157 § bitcoin; eur; 4.3011609432743505 § ethereum; eur; 4.407661321373447 § litecoin; eur; 7.031258098256395 § monero; eur; 10.057632513256754
1585473628.43; ark; eur; 1.1136764005802697 § bitcoin; eur; 3.8875877756518165 § ethereum; eur; 4.113817233281884 § litecoin; eur; 7.031258098256395 § monero; eur; 9.85647986299162
1585473629.44; ark; eur; 1.1461135772962 § bitcoin; eur; 3.9703024091763233 § ethereum; eur; 3.987884052671214 § litecoin; eur; 7.240107348699655 § monero; eur; 9.554750887593917
1585473630.44; ark; eur; 1.2182209847781011 § bitcoin; eur; 3.92894509241407 § ethereum; eur; 4.239750413892554 § litecoin; eur; 6.613559597369877 § monero; eur; 9.554750887593917
1585473631.44; ark; eur; 1.1947936581477532 § bitcoin; eur; 2.3397920202417435 § ethereum; eur; 4.029861779541437 § litecoin; eur; 6.683176014184297 § monero; eur; 10.459937813787025
1585473632.45; ark; eur; 1.9828687042827484 § bitcoin; eur; 2.1838058855589604 § ethereum; eur; 6.957067389144198 § litecoin; eur; 9.263015697831888 § monero; eur; 9.454174562461349
1585473633.45; ark; eur; 2.104268829034753 § bitcoin; eur; 0.989227209664997 § ethereum; eur; 6.493262896534585 § litecoin; eur; 8.903286932867543 § monero; eur; 5.389889530167835
1585473634.45; ark; eur; 2.8823885231118034 § bitcoin; eur; 1.0201405599670281 § ethereum; eur; 6.559520681193101 § litecoin; eur; 8.72342255038537 § monero; eur; 5.848603532735311
1585473635.45; ark; eur; 2.910927023340633 § bitcoin; eur; 1.0613583603697363 § ethereum; eur; 6.890809604485682 § litecoin; eur; 8.813354741626457 § monero; eur; 9.554750887593917
1585473636.46; ark; eur; 3.073299191520556 § bitcoin; eur; 1.0819672605710904 § ethereum; eur; 6.824551819827166 § litecoin; eur; 9.352947889072974 § monero; eur; 10.560514138919592
1585473637.46; ark; eur; 2.8993388599250527 § bitcoin; eur; 1.6597496066217745 § ethereum; eur; 6.294489542559036 § litecoin; eur; 9.352947889072974 § monero; eur; 10.66109046405216
1585473638.47; ark; eur; 2.1603392905989995 § bitcoin; eur; 1.7254822643097656 § ethereum; eur; 6.307672850946004 § litecoin; eur; 9.263015697831888 § monero; eur; 6.077960534019049
